op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
-0.0007,0.0001,100,518.67,643.41,1600.64,1422.09,14.62,21.61,552.04,2388.17,9095.83,1.3,48.17,519.79,2388.21,8164.61,8.4886,0.03,395,2388,100,38.5,23.1171
0.0029,0.0002,100,518.67,643.51,1598.22,1427.11,14.62,21.61,551.64,2388.2,9103,1.3,48.09,520.07,2388.16,8173.82,8.503,0.03,397,2388,100,38.38,23.0776
0.0017,0.0005,100,518.67,643.82,1595.32,1427.64,14.62,21.61,551.14,2388.19,9103.17,1.3,48.29,519.85,2388.2,8172.94,8.5414,0.03,396,2388,100,38.32,23.1135
0.0027,0.0002,100,518.67,643.8,1606.58,1436.86,14.62,21.61,551.45,2388.21,9100.06,1.3,48.18,520.52,2388.2,8172.4,8.5298,0.03,396,2388,100,38.62,23.0372
0.0018,0.0004,100,518.67,643.66,1603.87,1423.12,14.62,21.61,552.23,2388.19,9107.39,1.3,48.03,520.35,2388.17,8179.97,8.5365,0.03,396,2388,100,38.52,23.1414
-0.0004,-0.0001,100,518.67,643.61,1604.1,1429.91,14.62,21.61,551.25,2388.2,9107.12,1.3,48.2,519.68,2388.23,8176.82,8.5502,0.03,398,2388,100,38.45,22.9884
0.0016,-0.0004,100,518.67,643.45,1605.72,1427.91,14.62,21.61,551.25,2388.26,9106.14,1.3,48.05,519.87,2388.2,8179.78,8.5218,0.03,399,2388,100,38.33,23.0421
0.0019,0,100,518.67,643.37,1606.32,1432.81,14.62,21.61,551.4,2388.22,9109.17,1.3,48.17,519.51,2388.21,8176.87,8.5256,0.03,396,2388,100,38.43,23.0116
-0.0037,-0.0002,100,518.67,644.29,1602.27,1421.12,14.62,21.61,551.24,2388.2,9115.67,1.3,48.2,519.92,2388.2,8177.88,8.4894,0.03,396,2388,100,38.41,23.1275
-0.0017,-0.0005,100,518.67,643.67,1601.99,1436.34,14.62,21.61,552.28,2388.18,9119.4,1.3,48.18,519.23,2388.21,8181.73,8.5159,0.03,397,2388,100,38.35,23.015
0.0012,0.0002,100,518.67,643.07,1597.02,1412.94,14.62,21.61,552.53,2388.13,9053.09,1.3,47.5,521.12,2388.13,8131.48,8.4338,0.03,396,2388,100,38.73,23.1997
-0.0003,-0.0005,100,518.67,642.78,1593.76,1416.89,14.62,21.61,552.69,2388.25,9054.99,1.3,47.61,520.85,2388.21,8133.76,8.4441,0.03,396,2388,100,38.68,23.1873
0.003,-0.0003,100,518.67,643.13,1594.82,1420.87,14.62,21.61,552.03,2388.25,9056.14,1.3,48,520.56,2388.21,8133.02,8.4569,0.03,394,2388,100,38.67,23.0812
0.0001,-0.0002,100,518.67,642.84,1594.17,1418.86,14.62,21.61,553.03,2388.25,9055.25,1.3,47.94,519.74,2388.18,8124.54,8.4652,0.03,395,2388,100,38.68,23.1291
0.0009,0.0001,100,518.67,642.92,1596.34,1418.78,14.62,21.61,551.75,2388.14,9056.49,1.3,48,520.6,2388.17,8131.07,8.4717,0.03,394,2388,100,38.55,23.2355
-0.0042,0.0004,100,518.67,643.75,1594.22,1419.01,14.62,21.61,552.85,2388.12,9061.87,1.3,47.92,520.72,2388.19,8130.8,8.475,0.03,394,2388,100,38.67,23.1937
0.0005,0.0004,100,518.67,643.27,1600.72,1420.74,14.62,21.61,551.41,2388.18,9054.9,1.3,47.81,520.71,2388.18,8127.81,8.4716,0.03,395,2388,100,38.5,23.1706
-0.0005,0.0004,100,518.67,643.72,1600.24,1420.71,14.62,21.61,552.3,2388.25,9053.48,1.3,48.13,520.33,2388.2,8128.47,8.5077,0.03,396,2388,100,38.51,23.2195
0.0005,0,100,518.67,643.87,1602.57,1412.64,14.62,21.61,552.33,2388.22,9054.52,1.3,47.93,520.01,2388.21,8128.09,8.5284,0.03,394,2388,100,38.57,23.1144
-0.0021,0.0001,100,518.67,643.41,1603.89,1424.56,14.62,21.61,552.44,2388.24,9055.41,1.3,47.95,520.08,2388.18,8127.93,8.5278,0.03,395,2388,100,38.55,23.0789
-0.0014,-0.0003,100,518.67,643,1598.5,1431.53,14.62,21.61,551.79,2388.28,9050.22,1.3,47.9,519.83,2388.22,8126.35,8.4843,0.03,395,2388,100,38.57,23.133
-0.0009,-0.0001,100,518.67,643.26,1594.24,1426.02,14.62,21.61,552.09,2388.25,9056.84,1.3,47.95,519.74,2388.19,8124.15,8.5004,0.03,395,2388,100,38.49,23.2516
0.0016,0,100,518.67,643.33,1599.63,1427.59,14.62,21.61,551.12,2388.29,9048.77,1.3,48.1,519.88,2388.3,8117.48,8.4856,0.03,394,2388,100,38.63,23.0802
-0.0002,-0.0002,100,518.67,643.42,1596.46,1431.49,14.62,21.61,551.75,2388.25,9055.32,1.3,48,520.5,2388.28,8123.25,8.4991,0.03,397,2388,100,38.47,23.1048
-0.0006,-0.0002,100,518.67,643.46,1600.32,1425.35,14.62,21.61,551.17,2388.22,9049.57,1.3,47.99,519.74,2388.28,8119.92,8.5502,0.03,396,2388,100,38.45,23.127
0.0002,0.0001,100,518.67,643.8,1601.46,1423.61,14.62,21.61,551.75,2388.21,9046.62,1.3,48.05,519.91,2388.31,8127.39,8.5077,0.03,397,2388,100,38.53,23.1087
-0.0026,0.0001,100,518.67,643.72,1603.55,1423.84,14.62,21.61,551.62,2388.29,9049.47,1.3,48.06,519.68,2388.27,8118.84,8.5266,0.03,394,2388,100,38.5,23.0123
-0.0032,-0.0003,100,518.67,643.6,1604.26,1422.34,14.62,21.61,551.89,2388.28,9052.51,1.3,48.04,519.75,2388.25,8123.18,8.528,0.03,395,2388,100,38.5,23.0121
0.0026,0.0003,100,518.67,644.01,1595.95,1427.62,14.62,21.61,551.86,2388.25,9052.23,1.3,48.2,519.28,2388.29,8126.56,8.5148,0.03,395,2388,100,38.44,22.9821
0.0003,0.0005,100,518.67,643.34,1604.03,1441.49,14.62,21.61,551.1,2388.32,9050,1.3,48.17,519.22,2388.3,8118.21,8.5298,0.03,396,2388,100,38.24,23.1925
0.0043,0.0003,100,518.67,642.95,1597.77,1414.92,14.62,21.59,564.35,2388.32,9097.14,1.31,47.89,531.46,2388.35,8170.76,8.276,0.03,396,2388,100,39.39,23.7087
0.0009,0,100,518.67,643.29,1597.42,1416.9,14.62,21.59,564.68,2388.39,9104.52,1.31,47.79,532.55,2388.4,8181.36,8.2701,0.03,395,2388,100,39.55,23.6748
0.0002,0.0001,100,518.67,643.48,1597.03,1425.68,14.62,21.59,564.87,2388.38,9105.27,1.31,47.9,532.5,2388.31,8177.84,8.3032,0.03,395,2388,100,39.58,23.6289
0.0007,0,100,518.67,643.52,1602.24,1412.69,14.62,21.59,566.1,2388.39,9110.72,1.31,48,533.43,2388.44,8186.91,8.2528,0.03,396,2388,100,39.59,23.6756
0.0022,-0.0003,100,518.67,643.57,1597.86,1417.06,14.62,21.59,565.51,2388.41,9105.64,1.31,48.11,533.11,2388.37,8175.81,8.2571,0.03,395,2388,100,39.64,23.6874
0.001,0.0001,100,518.67,642.88,1605.03,1420.6,14.62,21.59,566.25,2388.44,9111.98,1.31,47.91,533.49,2388.4,8176.87,8.2712,0.03,397,2388,100,39.59,23.7722
-0.0006,0,100,518.67,642.58,1599.11,1423.91,14.62,21.59,566.19,2388.42,9112.46,1.31,48.03,533.84,2388.44,8182.58,8.2659,0.03,396,2388,100,39.79,23.7627
0.0058,0.0002,100,518.67,643.32,1599.35,1423.65,14.62,21.59,566.87,2388.44,9118.97,1.31,48.03,534.63,2388.46,8183.78,8.2314,0.03,395,2388,100,39.4,23.5815
0.0005,-0.0004,100,518.67,643.29,1602.24,1423.92,14.62,21.59,566.71,2388.42,9113.24,1.31,48.09,534.58,2388.46,8181.01,8.221,0.03,397,2388,100,39.5,23.6464
-0.0026,0.0005,100,518.67,643.16,1603.11,1428.12,14.62,21.6,567.96,2388.56,9118.41,1.31,48.1,535.79,2388.52,8185.75,8.2599,0.03,396,2388,100,39.81,23.77
-0.0027,0.0002,100,518.67,643.75,1595.49,1426,14.62,21.59,567.59,2388.51,9111.81,1.32,48.21,535.13,2388.52,8189.71,8.234,0.03,397,2388,100,39.36,23.7462
0.0012,0.0002,100,518.67,643.29,1605.68,1424.09,14.62,21.59,569.54,2388.49,9130.71,1.31,48.1,536.38,2388.53,8190.62,8.2217,0.03,397,2388,100,39.66,23.8017
0.004,0,100,518.67,643.7,1609.01,1436.23,14.62,21.59,569.41,2388.55,9121.59,1.32,48.2,536.61,2388.53,8193.7,8.2304,0.03,397,2388,100,39.51,23.837
0.0008,-0.0003,100,518.67,642.72,1596.42,1414.38,14.62,21.57,561.31,2388.3,9094.33,1.31,47.72,529.49,2388.25,8160.92,8.3231,0.03,395,2388,100,39.49,23.6263
0.0042,0.0002,100,518.67,642.94,1600.34,1409.57,14.62,21.57,561.56,2388.31,9087.41,1.31,47.82,529.09,2388.26,8164.91,8.2627,0.03,395,2388,100,39.34,23.5233
-0.0003,-0.0005,100,518.67,642.77,1597.83,1408.05,14.62,21.57,561.84,2388.23,9098.46,1.31,47.59,529.6,2388.27,8168.06,8.3022,0.03,395,2388,100,39.2,23.5876
-0.0001,0.0003,100,518.67,642.57,1594.47,1412.16,14.62,21.57,562.78,2388.29,9097.51,1.31,47.88,529.57,2388.28,8167.87,8.3027,0.03,396,2388,100,39.33,23.5847
0.0006,0.0001,100,518.67,643.08,1601.21,1407.74,14.62,21.57,562.82,2388.27,9098.79,1.31,47.78,530.14,2388.25,8168.16,8.2851,0.03,395,2388,100,39.58,23.721
0.0024,0.0004,100,518.67,642.92,1598.16,1412.33,14.62,21.57,562.83,2388.29,9091.09,1.31,47.9,530.34,2388.27,8166.55,8.273,0.03,395,2388,100,39.53,23.5459
-0.0029,-0.0004,100,518.67,642.62,1594.12,1409.74,14.62,21.57,562.9,2388.31,9098.65,1.31,47.67,530.2,2388.36,8165.55,8.2903,0.03,395,2388,100,39.32,23.6268
0.0051,-0.0001,100,518.67,643.15,1596.07,1408.85,14.62,21.57,562.62,2388.27,9095.32,1.31,47.79,530.66,2388.31,8169.38,8.2645,0.03,395,2388,100,39.34,23.6591
0.0039,0.0001,100,518.67,642.54,1601.76,1411.02,14.62,21.57,564.54,2388.36,9102.56,1.31,47.9,530.82,2388.32,8173.77,8.2944,0.03,394,2388,100,39.44,23.6182
0.0003,-0.0001,100,518.67,642.99,1598.21,1413.34,14.62,21.57,564.86,2388.41,9102.38,1.31,47.77,531.6,2388.38,8174.15,8.2853,0.03,395,2388,100,39.35,23.6668
0.0029,-0.0005,100,518.67,643.34,1602.94,1417.91,14.62,21.57,564.34,2388.34,9106.91,1.31,48.01,530.98,2388.35,8176.03,8.2452,0.03,395,2388,100,39.6,23.7685
0.0019,0.0004,100,518.67,642.96,1598.81,1425.02,14.62,21.57,564.77,2388.39,9110.48,1.31,47.84,531.76,2388.34,8177.74,8.288,0.03,394,2388,100,39.55,23.6593
-0.0018,-0.0003,100,518.67,643.22,1600.7,1409.22,14.62,21.57,564.04,2388.41,9110.86,1.31,47.9,532.11,2388.35,8176.08,8.2785,0.03,394,2388,100,39.43,23.6562
-0.0014,0,100,518.67,643.44,1597.51,1419.45,14.62,21.56,564.5,2388.32,9103.3,1.31,47.92,532.06,2388.37,8177.05,8.2873,0.03,395,2388,100,39.45,23.6892
-0.0003,0.0002,100,518.67,643.2,1596.65,1413.6,14.62,21.57,566.06,2388.4,9104.05,1.31,47.97,532.47,2388.33,8176.45,8.2687,0.03,397,2388,100,39.48,23.7364
-0.0034,0.0003,100,518.67,642.92,1598.4,1415.07,14.62,21.57,565.57,2388.38,9109.52,1.31,47.84,532.83,2388.44,8178.32,8.2785,0.03,397,2388,100,39.42,23.6411
-0.0016,0.0001,100,518.67,643.28,1599.27,1424.41,14.62,21.57,567.51,2388.36,9108.52,1.31,48,533.4,2388.46,8183.61,8.2676,0.03,396,2388,100,39.48,23.6997
0.0015,-0.0004,100,518.67,643.23,1604.4,1419.04,14.62,21.57,566.16,2388.44,9110.22,1.31,47.99,533.55,2388.52,8183.77,8.2421,0.03,395,2388,100,39.25,23.6986
-0.0015,-0.0001,100,518.67,643.42,1600.31,1424.07,14.62,21.57,565.31,2388.41,9102.62,1.31,47.86,533.39,2388.43,8179.7,8.2461,0.03,396,2388,100,39.54,23.7086
0.0017,0,100,518.67,643.57,1603.81,1423.05,14.62,21.57,566.13,2388.46,9117.83,1.31,47.91,534.05,2388.44,8182.44,8.2487,0.03,396,2388,100,39.38,23.7001
0.0005,0.0001,100,518.67,643.05,1596.36,1426.38,14.62,21.57,565.64,2388.45,9116.67,1.31,47.9,533.28,2388.43,8183.23,8.2493,0.03,395,2388,100,39.34,23.6035
-0.0005,-0.0002,100,518.67,643.47,1597.4,1423.65,14.62,21.57,566.5,2388.51,9121.09,1.31,48,533.71,2388.46,8184.56,8.2444,0.03,395,2388,100,39.48,23.727
0.0027,0.0003,100,518.67,643.33,1606.41,1421.15,14.62,21.57,567.05,2388.46,9120.22,1.31,48.3,534.18,2388.45,8187.83,8.2447,0.03,397,2388,100,39.62,23.7053
-0.0016,-0.0004,100,518.67,642.97,1599.38,1418.22,14.62,21.57,567.1,2388.46,9116.84,1.31,48.04,534.68,2388.46,8187.34,8.269,0.03,395,2388,100,39.48,23.7316
-0.0016,-0.0002,100,518.67,642.79,1598.02,1427.96,14.62,21.57,567.76,2388.5,9114.03,1.31,47.89,534.44,2388.43,8184.01,8.2521,0.03,396,2388,100,39.44,23.6425
-0.0007,-0.0003,100,518.67,642.96,1608.59,1428.79,14.62,21.57,567.54,2388.47,9122.23,1.32,48.12,534.32,2388.46,8185.11,8.2594,0.03,398,2388,100,39.65,23.6895
-0.0002,-0.0004,100,518.67,643.31,1603.36,1425.16,14.62,21.57,567.57,2388.5,9118.17,1.31,48.14,534.74,2388.48,8190.35,8.2527,0.03,397,2388,100,39.64,23.7613
0.0011,0.0004,100,518.67,643.09,1600.33,1419.27,14.62,21.57,568.05,2388.49,9121.19,1.32,48.05,535.28,2388.46,8189.46,8.2268,0.03,396,2388,100,39.58,23.795
-0.0006,0,100,518.67,643.4,1602.05,1421.38,14.62,21.57,568.09,2388.57,9116.09,1.32,48.09,535.28,2388.52,8186.5,8.2174,0.03,396,2388,100,39.59,23.697
-0.0011,0.0002,100,518.67,642.92,1594.8,1428.82,14.62,21.57,567.98,2388.51,9124.66,1.32,48.31,535.86,2388.49,8194.63,8.2147,0.03,398,2388,100,39.74,23.7768
0.0011,0.0004,100,518.67,643.44,1598.78,1423.03,14.62,21.57,568.6,2388.49,9122.69,1.32,48.24,535.24,2388.53,8189.38,8.1994,0.03,396,2388,100,39.54,23.7481
-0.0024,-0.0001,100,518.67,643.32,1599.33,1431.01,14.62,21.57,568.23,2388.5,9127.08,1.31,48.11,535.48,2388.45,8188.23,8.2157,0.03,395,2388,100,39.57,23.7418
-0.0014,-0.0001,100,518.67,642.71,1607.4,1428.6,14.62,21.57,568.95,2388.46,9128.34,1.32,48.31,536.22,2388.53,8193.34,8.2187,0.03,396,2388,100,39.47,23.6652
25.0018,0.62,60,462.54,536.87,1268.88,1040.4,7.05,9.03,175.56,1915.56,8024.71,0.94,36.64,165.11,2028.48,7878.11,10.9059,0.02,308,1915,84.93,14.48,8.5324
42.0027,0.8401,100,445,549.87,1355.73,1120.54,3.91,5.72,139.07,2212.23,8339.99,1.02,42.16,131.38,2388.37,8100.52,9.353,0.02,332,2212,100,10.74,6.4257
42.0057,0.84,100,445,549.71,1356.61,1127.44,3.91,5.72,138.28,2212.45,8361.97,1.02,42.05,130.66,2388.51,8105.93,9.3456,0.02,330,2212,100,10.68,6.3383
42.0049,0.84,100,445,549.67,1358.86,1118.54,3.91,5.72,139.04,2212.43,8354.61,1.02,41.97,130.88,2388.68,8120.75,9.3229,0.02,333,2212,100,10.66,6.4107
42.0068,0.8404,100,445,549.6,1354.71,1121.05,3.91,5.71,138.88,2212.57,8365.65,1.03,42.17,130.79,2388.71,8121.05,9.3758,0.02,332,2212,100,10.43,6.4374
10.0022,0.25,100,489.05,605.12,1502.04,1310.17,10.52,15.49,394.81,2318.92,8824.5,1.26,45.53,371.38,2388.16,8170.62,8.6942,0.03,371,2319,100,28.54,17.1736
9.9988,0.25,100,489.05,604.81,1504.28,1308.82,10.52,15.49,394.71,2318.91,8832.85,1.26,45.42,371.63,2388.12,8177.63,8.7019,0.03,371,2319,100,28.65,17.1572
19.9985,0.7,100,491.19,608.14,1485.67,1249.08,9.35,13.66,334.11,2324.31,8779.24,1.08,44.45,314.85,2388.43,8106.93,9.2451,0.02,367,2324,100,24.51,14.6464
24.9988,0.6216,60,462.54,536.79,1263.47,1053.07,7.05,9.03,175.68,1916.14,8058.37,0.94,36.8,164.24,2029.07,7908.77,10.9298,0.02,307,1915,84.93,14.22,8.7093
0.0014,0.0015,100,518.67,642.6,1590.19,1409.37,14.62,21.61,553.67,2388.05,9125.11,1.3,47.5,521.18,2388.03,8190.56,8.4793,0.03,394,2388,100,38.78,23.3097
42.0077,0.8403,100,445,549.51,1357.96,1127.84,3.91,5.72,138.96,2212.88,8380.41,1.02,42.24,130.35,2389.06,8140.39,9.366,0.02,331,2212,100,10.67,6.4952
0.0012,0,100,518.67,642.66,1590.68,1410.2,14.62,21.61,553,2388.03,9118.19,1.3,47.49,521.32,2388.06,8182.62,8.4464,0.03,394,2388,100,38.77,23.3114
25.0026,0.6203,60,462.54,537.36,1261.86,1052.04,7.05,9.03,175.14,1916.23,8058.88,0.94,36.81,164.38,2029.23,7916.27,10.9713,0.02,308,1915,84.93,14.26,8.555
0.0026,0.0007,100,518.67,642.91,1592.05,1410.2,14.62,21.61,553.38,2388.03,9114.93,1.3,47.51,521.64,2388.05,8193.8,8.4363,0.03,395,2388,100,38.83,23.1746
0.0008,0.0014,100,518.67,643.16,1596.9,1414.84,14.62,21.61,553.44,2388.08,9130.09,1.3,47.42,521.65,2388.01,8200.04,8.4449,0.03,394,2388,100,38.68,23.3865
42.0006,0.8409,100,445,550.02,1357.16,1139.48,3.91,5.72,138.83,2212.96,8391.11,1.03,42.26,130.6,2389.13,8149.23,9.3536,0.02,333,2212,100,10.51,6.4013
20.0055,0.7015,100,491.19,607.52,1493.79,1259.81,9.35,13.66,334.15,2324.41,8789.24,1.07,44.53,314.27,2388.59,8119.53,9.2719,0.02,366,2324,100,24.23,14.6388
25.0076,0.62,60,462.54,537.32,1267.67,1051.56,7.05,9.03,175.01,1916.38,8071.05,0.94,36.96,164.55,2029.31,7924.4,10.9615,0.02,308,1915,84.93,14.36,8.6825
41.9992,0.84,100,445,550.45,1365.38,1130.59,3.91,5.72,138.86,2212.98,8392.59,1.03,42.13,130.62,2389.23,8154.13,9.346,0.02,333,2212,100,10.75,6.3805
20.0002,0.7,100,491.19,607.68,1497.03,1253.74,9.35,13.66,334.6,2324.5,8796.75,1.08,44.52,315.11,2388.62,8123.62,9.2592,0.02,365,2324,100,24.42,14.6702
10.0046,0.25,100,489.05,605.41,1506.21,1318.04,10.52,15.5,393.56,2319.03,8861.6,1.26,45.46,371.08,2388.2,8197.33,8.7127,0.03,372,2319,100,28.48,17.0089
25.0067,0.6217,60,462.54,537.16,1265.43,1043.19,7.05,9.03,175.38,1916.47,8066.64,0.94,36.67,163.98,2029.43,7926.64,10.9928,0.02,308,1915,84.93,14.3,8.6266
19.9989,0.7,100,491.19,607.43,1491.66,1264.63,9.35,13.66,334.8,2324.54,8800.15,1.08,44.67,314.37,2388.62,8126.98,9.2446,0.02,366,2324,100,24.37,14.6209
10.0047,0.25,100,489.05,605.38,1505.83,1316.21,10.52,15.5,394.42,2319.06,8848.85,1.26,45.6,370.76,2388.23,8200.78,8.6991,0.03,371,2319,100,28.38,17.0141
42.0039,0.84,100,445,550.29,1362.17,1133.55,3.91,5.72,138.6,2213.22,8396.39,1.03,42.26,130.92,2389.38,8158.47,9.3313,0.02,333,2212,100,10.67,6.379
10.0072,0.25,100,489.05,605.79,1508.98,1318.09,10.52,15.5,394.6,2319.05,8868.84,1.26,45.56,371.2,2388.23,8205.23,8.7068,0.03,371,2319,100,28.28,17.0303
42.0058,0.84,100,445,549.92,1366.26,1134.09,3.91,5.72,138.78,2213.26,8412.09,1.03,42.41,130.39,2389.45,8161.52,9.3647,0.02,334,2212,100,10.61,6.3689
10.0046,0.25,100,489.05,605.35,1502.83,1316.54,10.52,15.5,393.97,2319.05,8871.44,1.26,45.59,370.91,2388.33,8205.37,8.7101,0.03,371,2319,100,28.37,17.0305
35.001,0.84,100,449.44,556.35,1377.57,1140.36,5.48,8.01,194.76,2224.37,8435.88,1.02,42.2,182.77,2389.55,8143.07,9.3664,0.02,336,2223,100,14.98,8.8473
0.0017,0,100,518.67,643.01,1602.27,1412.05,14.62,21.61,553.22,2388.09,9154.1,1.3,47.76,521.57,2388.07,8215.8,8.4315,0.03,395,2388,100,38.48,23.1157
34.9989,0.84,100,449.44,556.32,1371.68,1142.26,5.48,8.01,193.96,2224.4,8437.61,1.02,42.1,182.84,2389.58,8143.08,9.3862,0.02,336,2223,100,14.68,8.905
35.0058,0.8415,100,449.44,556.16,1369.05,1135.47,5.48,8.01,194.57,2224.42,8434.92,1.02,42.34,183.15,2389.59,8148.81,9.357,0.02,337,2223,100,14.72,8.732
20.0029,0.7,100,491.19,608.13,1489.33,1262.28,9.35,13.66,334.57,2324.58,8820.79,1.08,44.9,314.65,2388.74,8141.76,9.2953,0.03,368,2324,100,24.48,14.6628
24.9988,0.62,60,462.54,537.34,1268.62,1049.19,7.05,9.03,175.02,1916.82,8089.56,0.94,37.05,163.8,2029.75,7942.95,10.9685,0.02,308,1915,84.93,14.23,8.5556
10.002,0.25,100,489.05,605.29,1508.84,1326.14,10.52,15.5,393.38,2319.13,8881.39,1.26,45.79,371.21,2388.33,8214.48,8.732,0.03,372,2319,100,28.38,17.0314
35.0053,0.84,100,449.44,556.31,1379.99,1137.98,5.48,8.01,193.94,2224.52,8446.59,1.02,42.35,183.31,2389.68,8149.82,9.3764,0.02,336,2223,100,14.84,8.81
20.0017,0.7,100,491.19,608,1496.5,1263.06,9.35,13.66,333.84,2324.67,8826.7,1.08,44.51,314.31,2388.79,8148.31,9.3007,0.02,367,2324,100,24.44,14.4038
42.004,0.8407,100,445,550.03,1370.56,1136.09,3.91,5.72,138.21,2213.46,8419.53,1.03,42.43,130.38,2389.65,8171.12,9.3328,0.02,332,2212,100,10.68,6.2929
25.0025,0.6217,60,462.54,537.28,1267.92,1059.23,7.05,9.03,174.81,1916.85,8088.38,0.94,36.8,164.41,2029.77,7945.45,10.9726,0.02,309,1915,84.93,14.04,8.494
10.0069,0.2518,100,489.05,605.28,1508.04,1317.83,10.52,15.5,393.46,2319.06,8884.72,1.26,45.78,371.46,2388.31,8219.83,8.7035,0.03,371,2319,100,28.35,16.9836
20.0045,0.7011,100,491.19,608.2,1491.27,1264.87,9.35,13.66,333.62,2324.7,8834.08,1.07,44.7,314.86,2388.85,8153.88,9.3193,0.03,368,2324,100,24.25,14.5379
35.0028,0.84,100,449.44,555.88,1378.15,1141.64,5.48,8.01,195.14,2224.64,8451.02,1.02,42.12,182.69,2389.92,8162.76,9.3563,0.02,337,2223,100,14.65,8.8917
42.0004,0.84,100,445,550.15,1370.7,1135.56,3.91,5.72,138.67,2213.63,8436.39,1.03,42.52,131.12,2389.87,8182.48,9.4056,0.02,334,2212,100,10.46,6.3628
10.0069,0.2501,100,489.05,605.02,1516.23,1328.02,10.52,15.5,393.66,2319.16,8901.38,1.26,45.86,370.12,2388.38,8233.06,8.7315,0.03,372,2319,100,28.21,16.842
20.0039,0.7006,100,491.19,608.23,1493.68,1260.44,9.35,13.66,334.1,2324.81,8831.53,1.07,44.81,314.21,2388.96,8162.99,9.3306,0.03,369,2324,100,24.41,14.6309
42.0074,0.84,100,445,550.65,1365.36,1150.52,3.91,5.72,138.39,2213.69,8438.99,1.03,42.46,130.44,2389.99,8187.39,9.4069,0.02,334,2212,100,10.56,6.2686
20.0041,0.7007,100,491.19,608.21,1500.73,1263.5,9.35,13.66,333.34,2324.84,8836.78,1.07,44.9,314.61,2388.96,8168.6,9.326,0.03,368,2324,100,24.25,14.6051
10.0002,0.25,100,489.05,606.18,1513.77,1330.03,10.52,15.5,392.95,2319.16,8905.57,1.26,46.22,370.99,2388.4,8241.79,8.7265,0.03,372,2319,100,28.23,16.9744
10.0079,0.2517,100,489.05,605.96,1518.61,1323.93,10.52,15.5,393.39,2319.16,8901.84,1.26,45.99,371.29,2388.34,8234.31,8.7403,0.03,373,2319,100,28.19,16.9804
35.0005,0.8405,100,449.44,556.87,1371.49,1140.41,5.48,8.01,193.97,2225.01,8478.15,1.02,42.34,182.85,2390.28,8179.94,9.3969,0.02,338,2223,100,14.92,8.8048
42.0001,0.84,100,445,550.57,1375.67,1144.43,3.91,5.72,138.61,2213.89,8454.06,1.03,42.67,130.78,2390.16,8202.92,9.3643,0.02,333,2212,100,10.63,6.3135
0.0024,0,100,518.67,643,1601.45,1403.6,14.62,21.57,561.59,2388.26,9095.71,1.31,47.61,529.4,2388.23,8164.57,8.3076,0.03,395,2388,100,39.24,23.7105
0.0012,-0.0005,100,518.67,642.84,1597.45,1410.38,14.62,21.58,562.56,2388.34,9102.69,1.31,47.61,530.26,2388.27,8171.3,8.2654,0.03,394,2388,100,39.52,23.5947
-0.0032,0.0004,100,518.67,642.96,1600.16,1408.4,14.62,21.57,561.35,2388.28,9093.27,1.31,47.73,529.79,2388.27,8166.88,8.307,0.03,395,2388,100,39.4,23.6512
0.0017,0.0003,100,518.67,643.33,1589.43,1416.88,14.62,21.57,561.98,2388.3,9098.08,1.31,47.74,530.14,2388.29,8167.38,8.3093,0.03,397,2388,100,39.35,23.5496
-0.0008,-0.0003,100,518.67,643.15,1601.65,1410.68,14.62,21.58,562.4,2388.33,9091.88,1.31,47.87,530.57,2388.23,8170.16,8.2964,0.03,395,2388,100,39.31,23.6217
-0.0001,-0.0004,100,518.67,643.29,1592.02,1406.95,14.62,21.57,563.54,2388.33,9106.54,1.31,47.73,530.4,2388.33,8168.15,8.3001,0.03,395,2388,100,39.43,23.7442
0.0002,0.0004,100,518.67,642.61,1599.76,1415.58,14.62,21.58,564,2388.26,9104.05,1.31,48.01,530.97,2388.38,8170.39,8.3078,0.03,395,2388,100,39.46,23.5502
0.0007,0.0001,100,518.67,643.06,1599.58,1416.12,14.62,21.57,563.52,2388.34,9104.49,1.31,47.86,530.74,2388.28,8171.48,8.3083,0.03,395,2388,100,39.59,23.5876
-0.0035,0.0001,100,518.67,643.18,1600.01,1414.31,14.62,21.57,563.93,2388.33,9100.45,1.31,47.96,531.52,2388.3,8180.51,8.2344,0.03,395,2388,100,39.47,23.6995
-0.0003,0.0001,100,518.67,643.06,1594.26,1414.2,14.62,21.58,563.61,2388.3,9099.98,1.31,47.84,531.4,2388.34,8170.06,8.2464,0.03,395,2388,100,39.3,23.6806
-0.0008,0.0005,100,518.67,643.41,1604.88,1414.36,14.62,21.57,564.17,2388.41,9101.09,1.31,47.92,531.47,2388.35,8176.77,8.2705,0.03,394,2388,100,39.43,23.6782
0.0009,-0.0003,100,518.67,643.17,1593.76,1420.54,14.62,21.58,565.4,2388.32,9111.29,1.31,47.71,531.88,2388.37,8178.37,8.2625,0.03,394,2388,100,39.44,23.6664
-0.0039,0.0004,100,518.67,643.21,1603.74,1426.13,14.62,21.57,564.46,2388.37,9103.76,1.31,47.84,532.39,2388.39,8178.64,8.2579,0.03,395,2388,100,39.51,23.7036
